fold,clusters,cluster,task,points
libero_spatial_full_1,64,25,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,61
libero_spatial_full_1,64,25,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,6
libero_spatial_full_1,64,26,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,26,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,24
libero_spatial_full_1,64,27,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,55
libero_spatial_full_1,64,27,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,4
libero_spatial_full_1,64,28,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,32
libero_spatial_full_1,64,28,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,27
libero_spatial_full_1,64,29,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,16
libero_spatial_full_1,64,29,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,48
libero_spatial_full_1,64,29,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,16
libero_spatial_full_1,64,30,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,5
libero_spatial_full_1,64,30,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,26
libero_spatial_full_1,64,30,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,15
libero_spatial_full_1,64,31,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,69
libero_spatial_full_1,64,31,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2
libero_spatial_full_1,64,32,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1
libero_spatial_full_1,64,32,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,48
libero_spatial_full_1,64,33,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2
libero_spatial_full_1,64,33,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,30
libero_spatial_full_1,64,34,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,5
libero_spatial_full_1,64,34,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,1
libero_spatial_full_1,64,34,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,98
libero_spatial_full_1,64,34,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2
libero_spatial_full_1,64,34,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5
libero_spatial_full_1,64,35,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,75
libero_spatial_full_1,64,36,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,36
libero_spatial_full_1,64,36,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2
libero_spatial_full_1,64,37,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,35
libero_spatial_full_1,64,37,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,23
libero_spatial_full_1,64,38,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,38,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,36
libero_spatial_full_1,64,39,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,51
libero_spatial_full_1,64,40,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,68
libero_spatial_full_1,64,41,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2
libero_spatial_full_1,64,41,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,38
libero_spatial_full_1,64,42,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1
libero_spatial_full_1,64,42,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,42,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,22
libero_spatial_full_1,64,43,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,32
libero_spatial_full_1,64,43,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,17
libero_spatial_full_1,64,44,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,3
libero_spatial_full_1,64,44,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2
libero_spatial_full_1,64,44,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,3
libero_spatial_full_1,64,44,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,18
libero_spatial_full_1,64,44,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,34
libero_spatial_full_1,64,45,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,33
libero_spatial_full_1,64,45,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,11
libero_spatial_full_1,64,45,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,35
libero_spatial_full_1,64,46,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,46,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,31
libero_spatial_full_1,64,47,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,25
libero_spatial_full_1,64,47,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3
libero_spatial_full_1,64,47,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,48
libero_spatial_full_1,64,47,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,25
libero_spatial_full_1,64,47,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,48,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,10
libero_spatial_full_1,64,48,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,52
libero_spatial_full_1,64,48,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8
libero_spatial_full_1,64,48,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,3
libero_spatial_full_1,64,49,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2
libero_spatial_full_1,64,49,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,31
libero_spatial_full_1,64,49,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,76
libero_spatial_full_1,64,50,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1
libero_spatial_full_1,64,50,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,70
libero_spatial_full_1,64,50,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2
libero_spatial_full_1,64,51,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,33
libero_spatial_full_1,64,52,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,21
libero_spatial_full_1,64,52,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2
libero_spatial_full_1,64,53,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,31
libero_spatial_full_1,64,53,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,12
libero_spatial_full_1,64,54,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2
libero_spatial_full_1,64,54,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,54,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,70
libero_spatial_full_1,64,55,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2
libero_spatial_full_1,64,55,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,51
libero_spatial_full_1,64,55,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5
libero_spatial_full_1,64,56,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,22
libero_spatial_full_1,64,56,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40
libero_spatial_full_1,64,56,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,5
libero_spatial_full_1,64,57,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,6
libero_spatial_full_1,64,57,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,35
libero_spatial_full_1,64,57,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1
libero_spatial_full_1,64,57,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1
libero_spatial_full_1,64,57,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,3
libero_spatial_full_1,64,58,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,65
libero_spatial_full_1,64,58,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1
libero_spatial_full_1,64,59,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,49
libero_spatial_full_1,64,59,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,3
libero_spatial_full_1,64,60,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2
libero_spatial_full_1,64,60,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,84
libero_spatial_full_1,64,61,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,85
libero_spatial_full_1,64,61,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,42
libero_spatial_full_1,64,61,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2
libero_spatial_full_1,64,62,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,8
libero_spatial_full_1,64,63,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,27
libero_spatial_full_1,64,63,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,57
libero_spatial_full_1,64,63,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7
libero_spatial_full_1,64,63,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,23
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,213
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,511
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,986
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,644
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,459
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,442
libero_spatial_full_2,1,0,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,841
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,192
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,49
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,549
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,643
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,459
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,58
libero_spatial_full_2,2,0,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,111
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,21
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,462
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,437
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,384
libero_spatial_full_2,2,1,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,730
libero_spatial_full_2,4,0,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,36
libero_spatial_full_2,4,0,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,457
libero_spatial_full_2,4,0,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,259
libero_spatial_full_2,4,0,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,397
libero_spatial_full_2,4,0,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,272
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,43
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,197
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,288
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,425
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,14
libero_spatial_full_2,4,1,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,8
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,134
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,29
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,384
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,356
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,34
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,26
libero_spatial_full_2,4,2,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,129
libero_spatial_full_2,4,3,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,25
libero_spatial_full_2,4,3,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,146
libero_spatial_full_2,4,3,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5
libero_spatial_full_2,4,3,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,432
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,14
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,312
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,126
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4
libero_spatial_full_2,8,0,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,145
libero_spatial_full_2,8,1,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,81
libero_spatial_full_2,8,1,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,199
libero_spatial_full_2,8,1,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,42
libero_spatial_full_2,8,1,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,264
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,161
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,5
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,109
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,162
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,189
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,25
libero_spatial_full_2,8,2,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,24
libero_spatial_full_2,8,3,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,41
libero_spatial_full_2,8,3,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,397
libero_spatial_full_2,8,3,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,36
libero_spatial_full_2,8,3,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,365
libero_spatial_full_2,8,3,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,69
libero_spatial_full_2,8,4,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1
libero_spatial_full_2,8,4,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,9
libero_spatial_full_2,8,4,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,180
libero_spatial_full_2,8,5,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,22
libero_spatial_full_2,8,5,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,33
libero_spatial_full_2,8,5,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,262
libero_spatial_full_2,8,6,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,12
libero_spatial_full_2,8,6,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,87
libero_spatial_full_2,8,6,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2
libero_spatial_full_2,8,6,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,152
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,212
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,323
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4
libero_spatial_full_2,8,7,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,7
libero_spatial_full_2,16,0,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,5
libero_spatial_full_2,16,0,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,34
libero_spatial_full_2,16,0,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1
libero_spatial_full_2,16,0,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,118
libero_spatial_full_2,16,1,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,24
libero_spatial_full_2,16,1,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,48
libero_spatial_full_2,16,1,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,85
libero_spatial_full_2,16,1,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,59
libero_spatial_full_2,16,1,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,21
libero_spatial_full_2,16,2,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,22
libero_spatial_full_2,16,2,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,269
libero_spatial_full_2,16,2,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,25
libero_spatial_full_2,16,2,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,64
libero_spatial_full_2,16,2,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,52
libero_spatial_full_2,16,3,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,6
libero_spatial_full_2,16,3,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,11
libero_spatial_full_2,16,3,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,198
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,9
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,87
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,58
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1
libero_spatial_full_2,16,4,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,108
libero_spatial_full_2,16,5,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,15
libero_spatial_full_2,16,5,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,63
libero_spatial_full_2,16,5,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,81
libero_spatial_full_2,16,5,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,146
libero_spatial_full_2,16,5,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1
libero_spatial_full_2,16,6,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,111
libero_spatial_full_2,16,6,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,70
libero_spatial_full_2,16,7,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1
libero_spatial_full_2,16,7,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,40
libero_spatial_full_2,16,7,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,262
libero_spatial_full_2,16,7,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,4
libero_spatial_full_2,16,8,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4
libero_spatial_full_2,16,8,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,117
libero_spatial_full_2,16,9,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,195
libero_spatial_full_2,16,9,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,41
libero_spatial_full_2,16,9,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4
libero_spatial_full_2,16,9,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,3
libero_spatial_full_2,16,10,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,107
libero_spatial_full_2,16,10,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,120
libero_spatial_full_2,16,10,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,10
libero_spatial_full_2,16,10,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1
libero_spatial_full_2,16,11,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,149
libero_spatial_full_2,16,11,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,45
libero_spatial_full_2,16,11,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,73
