global_row,task,init_state_id,episode,source,score,peak_query,descending_rank,method,fold
25802,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,25,202,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,3.42012357711792,12,8,c4_centroid_distance,libero_spatial_full_2
25633,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,33,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,3.347416639328003,13,9,c4_centroid_distance,libero_spatial_full_2
25005,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,25,205,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,3.3183765411376953,9,10,c4_centroid_distance,libero_spatial_full_2
25837,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,29,237,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,3.2667055130004883,13,11,c4_centroid_distance,libero_spatial_full_2
31293,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,11,93,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,3.096132278442383,11,12,c4_centroid_distance,libero_spatial_full_2
29868,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,33,268,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,3.08095121383667,10,13,c4_centroid_distance,libero_spatial_full_2
25693,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,93,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.892944812774658,11,14,c4_centroid_distance,libero_spatial_full_2
31587,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,48,387,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.8765149116516113,10,15,c4_centroid_distance,libero_spatial_full_2
31576,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,47,376,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.8208892345428467,11,16,c4_centroid_distance,libero_spatial_full_2
24837,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,4,37,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.779698610305786,9,17,c4_centroid_distance,libero_spatial_full_2
29633,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,33,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.7682387828826904,9,18,c4_centroid_distance,libero_spatial_full_2
29980,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,47,380,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.7593705654144287,9,19,c4_centroid_distance,libero_spatial_full_2
29670,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,8,70,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.6882190704345703,10,20,c4_centroid_distance,libero_spatial_full_2
26604,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,25,204,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.600141763687134,9,21,c4_centroid_distance,libero_spatial_full_2
31439,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,29,239,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.5980536937713623,7,22,c4_centroid_distance,libero_spatial_full_2
27466,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,33,266,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,2.557908535003662,9,23,c4_centroid_distance,libero_spatial_full_2
25990,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,48,390,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.557504415512085,10,24,c4_centroid_distance,libero_spatial_full_2
31521,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,40,321,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.5484743118286133,11,25,c4_centroid_distance,libero_spatial_full_2
29987,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,48,387,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.5442445278167725,9,26,c4_centroid_distance,libero_spatial_full_2
26788,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,48,388,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.5399997234344482,10,27,c4_centroid_distance,libero_spatial_full_2
29862,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,32,262,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.5333564281463623,9,28,c4_centroid_distance,libero_spatial_full_2
31269,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,8,69,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.530003070831299,9,29,c4_centroid_distance,libero_spatial_full_2
29803,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,25,203,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.5101401805877686,9,30,c4_centroid_distance,libero_spatial_full_2
25978,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,47,378,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.5056421756744385,11,31,c4_centroid_distance,libero_spatial_full_2
26635,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,29,235,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.5028061866760254,11,32,c4_centroid_distance,libero_spatial_full_2
24384,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,48,384,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.4702820777893066,7,33,c4_centroid_distance,libero_spatial_full_2
26782,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,47,382,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.4447550773620605,9,34,c4_centroid_distance,libero_spatial_full_2
24380,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,47,380,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.4289183616638184,7,35,c4_centroid_distance,libero_spatial_full_2
24203,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,25,203,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.410979747772217,7,36,c4_centroid_distance,libero_spatial_full_2
27580,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,47,380,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,2.3693017959594727,9,37,c4_centroid_distance,libero_spatial_full_2
25860,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,32,260,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.3539650440216064,12,38,c4_centroid_distance,libero_spatial_full_2
31406,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,25,206,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.315019369125366,11,39,c4_centroid_distance,libero_spatial_full_2
24260,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,32,260,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.262606620788574,7,40,c4_centroid_distance,libero_spatial_full_2
26670,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,33,270,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.217142105102539,10,41,c4_centroid_distance,libero_spatial_full_2
25182,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,47,382,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.1807005405426025,9,42,c4_centroid_distance,libero_spatial_full_2
24267,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,33,267,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.180109739303589,7,43,c4_centroid_distance,libero_spatial_full_2
24888,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,11,88,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.1787593364715576,9,44,c4_centroid_distance,libero_spatial_full_2
25037,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,29,237,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.1708433628082275,10,45,c4_centroid_distance,libero_spatial_full_2
29695,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,95,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.1664023399353027,8,46,c4_centroid_distance,libero_spatial_full_2
25069,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,33,269,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.1627581119537354,9,47,c4_centroid_distance,libero_spatial_full_2
25870,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,33,270,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.107436418533325,12,48,c4_centroid_distance,libero_spatial_full_2
25056,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,32,256,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.105501890182495,9,49,c4_centroid_distance,libero_spatial_full_2
26663,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,32,263,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.086031675338745,9,50,c4_centroid_distance,libero_spatial_full_2
24070,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,70,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.074188232421875,8,51,c4_centroid_distance,libero_spatial_full_2
31457,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,32,257,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,2.0738279819488525,8,52,c4_centroid_distance,libero_spatial_full_2
27584,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,48,384,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,2.071267604827881,9,53,c4_centroid_distance,libero_spatial_full_2
26466,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,8,66,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.0695440769195557,11,54,c4_centroid_distance,libero_spatial_full_2
26721,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,40,321,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.0613787174224854,9,55,c4_centroid_distance,libero_spatial_full_2
24094,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11,94,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,2.0560719966888428,7,56,c4_centroid_distance,libero_spatial_full_2
26438,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,4,38,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,2.056070566177368,9,57,c4_centroid_distance,libero_spatial_full_2
25126,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,40,326,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,2.038602352142334,9,58,c4_centroid_distance,libero_spatial_full_2
27267,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,67,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,2.016517400741577,7,59,c4_centroid_distance,libero_spatial_full_2
27237,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,4,37,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.963045597076416,9,60,c4_centroid_distance,libero_spatial_full_2
24322,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,40,322,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.9058805704116821,7,61,c4_centroid_distance,libero_spatial_full_2
27402,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,25,202,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.884116768836975,9,62,c4_centroid_distance,libero_spatial_full_2
24033,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,4,33,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.859914779663086,7,63,c4_centroid_distance,libero_spatial_full_2
27520,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,40,320,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.8410309553146362,7,64,c4_centroid_distance,libero_spatial_full_2
24237,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,29,237,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.832629680633545,7,65,c4_centroid_distance,libero_spatial_full_2
27436,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,29,236,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.7221505641937256,9,66,c4_centroid_distance,libero_spatial_full_2
29834,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,29,234,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.5832513570785522,8,67,c4_centroid_distance,libero_spatial_full_2
26495,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,11,95,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,1.530556321144104,7,68,c4_centroid_distance,libero_spatial_full_2
25189,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,48,389,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,1.4611070156097412,10,69,c4_centroid_distance,libero_spatial_full_2
24864,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,8,64,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,1.2901134490966797,9,70,c4_centroid_distance,libero_spatial_full_2
31233,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,4,33,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.9729748964309692,11,1,c4_assigned_radius,libero_spatial_full_2
25669,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,8,69,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.756339430809021,12,2,c4_assigned_radius,libero_spatial_full_2
27295,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,11,95,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.682902455329895,9,3,c4_assigned_radius,libero_spatial_full_2
29923,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,40,323,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.6786048412322998,10,4,c4_assigned_radius,libero_spatial_full_2
27458,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,32,258,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.6303139925003052,10,5,c4_assigned_radius,libero_spatial_full_2
25005,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,25,205,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,1.526218056678772,9,6,c4_assigned_radius,libero_spatial_full_2
25921,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,40,321,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.497350811958313,11,7,c4_assigned_radius,libero_spatial_full_2
25638,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,38,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.478246808052063,12,8,c4_assigned_radius,libero_spatial_full_2
25801,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,25,201,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.3530116081237793,11,9,c4_assigned_radius,libero_spatial_full_2
29868,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,33,268,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.3349589109420776,10,10,c4_assigned_radius,libero_spatial_full_2
25693,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,11,93,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.253496766090393,11,11,c4_assigned_radius,libero_spatial_full_2
31465,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,33,265,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.206678032875061,11,12,c4_assigned_radius,libero_spatial_full_2
24837,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,4,37,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate/right-50x8-20260903,1.2044278383255005,9,13,c4_assigned_radius,libero_spatial_full_2
29633,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,33,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.1994622945785522,9,14,c4_assigned_radius,libero_spatial_full_2
26604,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,25,204,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,1.1958810091018677,9,15,c4_assigned_radius,libero_spatial_full_2
29980,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,47,380,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.195619821548462,9,16,c4_assigned_radius,libero_spatial_full_2
25990,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,48,390,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.176270842552185,10,17,c4_assigned_radius,libero_spatial_full_2
26788,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,48,388,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,1.1682199239730835,10,18,c4_assigned_radius,libero_spatial_full_2
29670,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,8,70,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.1647902727127075,10,19,c4_assigned_radius,libero_spatial_full_2
26635,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,29,235,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,1.151113510131836,11,20,c4_assigned_radius,libero_spatial_full_2
27466,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,33,266,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8-20260903,1.1496373414993286,9,21,c4_assigned_radius,libero_spatial_full_2
24384,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,48,384,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/right-50x8-20260903,1.1361547708511353,7,22,c4_assigned_radius,libero_spatial_full_2
25837,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,29,237,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.1281094551086426,13,23,c4_assigned_radius,libero_spatial_full_2
31439,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,29,239,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate/right-50x8-20260903,1.1257221698760986,7,24,c4_assigned_radius,libero_spatial_full_2
26782,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,47,382,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate/right-50x8-20260903,1.1244142055511475,9,25,c4_assigned_radius,libero_spatial_full_2
