series,direction,quantile,rule,params,basis,d_fp0,d_tp4,d_fp4,d_tp12,d_tp16,conc12,gain12,top_task
set_jacc_adj_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,91,3,31,1,0,1.0,1,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 1}",global,6711,47,4867,99,89,0.13131313131313133,99,open_the_top_drawer_and_put_the_bowl_inside
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 1}",strat,6700,80,5193,155,146,0.3032258064516129,155,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 2}",global,994,8,743,21,17,0.38095238095238093,21,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 2}",strat,977,10,852,27,26,0.4444444444444444,27,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 3}",global,52,1,20,2,1,0.5,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket
set_jacc_adj_all,low,0.95,hard,"{""confirm"": 3}",strat,34,2,21,5,3,0.2,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",global,1233,9,888,22,19,0.36363636363636365,22,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,1111,11,930,27,26,0.4444444444444444,27,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",global,186,2,56,3,2,0.3333333333333333,3,pick_up_the_alphabet_soup_and_place_it_in_the_basket
set_jacc_adj_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,97,3,50,5,4,0.2,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",global,26,0,7,0,0,0.0,0,-
set_jacc_adj_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,16,2,3,0,0,0.0,0,-
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 1}",global,5731,36,4062,80,69,0.1125,80,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 1}",strat,5717,67,4401,129,121,0.29457364341085274,129,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 2}",global,693,5,515,14,12,0.42857142857142855,14,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 2}",strat,662,7,573,16,18,0.4375,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 3}",global,30,0,11,1,0,1.0,1,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate
set_jacc_adj_all,low,0.96,hard,"{""confirm"": 3}",strat,15,1,7,3,3,0.3333333333333333,3,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",global,846,5,591,14,13,0.42857142857142855,14,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,756,8,625,16,18,0.4375,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",global,101,0,25,1,1,1.0,1,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate
set_jacc_adj_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,52,3,23,3,4,0.3333333333333333,3,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",global,16,0,6,0,0,0.0,0,-
set_jacc_adj_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,10,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 1}",global,3293,20,2225,41,30,0.1951219512195122,41,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 1}",strat,3283,41,2521,78,70,0.32051282051282054,78,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 2}",global,219,1,169,2,1,1.0,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 2}",strat,169,3,148,4,5,0.5,4,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 3}",global,8,0,3,0,0,0.0,0,-
set_jacc_adj_all,low,0.98,hard,"{""confirm"": 3}",strat,6,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",global,260,1,181,2,1,1.0,2,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,192,4,162,4,5,0.5,4,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",global,29,0,10,0,0,0.0,0,-
set_jacc_adj_all,low,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,15,1,4,0,1,0.0,0,-
set_jacc_adj_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",global,2,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,2,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 1}",global,1781,9,1203,23,15,0.21739130434782608,23,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 1}",strat,1786,17,1353,33,26,0.24242424242424243,33,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 2}",global,78,0,64,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 2}",strat,57,0,45,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 3}",global,1,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,hard,"{""confirm"": 3}",strat,1,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",global,87,0,69,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,63,0,45,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",global,4,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,3,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 1}",global,927,7,626,12,5,0.25,12,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 1}",strat,932,10,701,17,12,0.29411764705882354,17,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 2}",global,25,0,17,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 2}",strat,23,0,17,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",global,28,0,18,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,24,0,17,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",global,2,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,low,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
state_mob_all,high,0.9,hard,"{""confirm"": 1}",global,10009,95,9061,175,181,0.24,175,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.9,hard,"{""confirm"": 1}",strat,10006,123,8191,216,210,0.25,216,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.9,hard,"{""confirm"": 2}",global,1771,22,1145,39,28,0.15384615384615385,39,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate
state_mob_all,high,0.9,hard,"{""confirm"": 2}",strat,1872,53,1520,60,47,0.38333333333333336,60,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.9,hard,"{""confirm"": 3}",global,370,8,159,12,9,0.3333333333333333,12,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
state_mob_all,high,0.9,hard,"{""confirm"": 3}",strat,114,17,85,11,5,0.36363636363636365,11,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",global,2786,30,2109,51,42,0.19607843137254902,51,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
state_mob_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,2254,60,1839,67,58,0.34328358208955223,67,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1218,17,858,27,21,0.25925925925925924,27,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
state_mob_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,342,23,262,23,17,0.21739130434782608,23,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",global,404,16,289,18,13,0.2777777777777778,18,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate
state_mob_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,75,15,62,19,9,0.2631578947368421,19,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,hard,"{""confirm"": 1}",global,5829,65,4999,118,108,0.22033898305084745,118,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.95,hard,"{""confirm"": 1}",strat,6440,104,5245,172,154,0.313953488372093,172,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.95,hard,"{""confirm"": 2}",global,542,10,270,12,8,0.4166666666666667,12,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,hard,"{""confirm"": 2}",strat,372,20,261,22,12,0.22727272727272727,22,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.95,hard,"{""confirm"": 3}",global,62,2,23,2,2,0.5,2,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,hard,"{""confirm"": 3}",strat,22,8,21,5,3,0.6,5,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",global,896,14,548,19,17,0.2631578947368421,19,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,515,23,394,27,19,0.18518518518518517,27,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",global,236,12,150,11,8,0.45454545454545453,11,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,89,15,84,15,10,0.3333333333333333,15,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",global,32,9,22,5,5,0.8,5,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,23,12,23,10,3,0.4,10,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,hard,"{""confirm"": 1}",global,4776,59,4014,103,93,0.22330097087378642,103,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.96,hard,"{""confirm"": 1}",strat,5388,97,4391,150,136,0.3333333333333333,150,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.96,hard,"{""confirm"": 2}",global,369,9,176,9,7,0.4444444444444444,9,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,hard,"{""confirm"": 2}",strat,236,18,159,17,9,0.29411764705882354,17,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,hard,"{""confirm"": 3}",global,35,1,17,1,1,1.0,1,pick_up_the_orange_juice_and_place_it_in_the_basket
state_mob_all,high,0.96,hard,"{""confirm"": 3}",strat,18,6,18,4,3,0.75,4,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",global,623,14,378,19,16,0.2631578947368421,19,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,354,21,268,24,16,0.20833333333333334,24,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",global,153,11,100,9,7,0.5555555555555556,9,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,66,14,64,12,9,0.4166666666666667,12,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",global,15,8,12,4,2,0.75,4,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,18,10,18,9,3,0.4444444444444444,9,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,hard,"{""confirm"": 1}",global,2455,39,1948,69,59,0.2463768115942029,69,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.98,hard,"{""confirm"": 1}",strat,3019,71,2435,113,100,0.3893805309734513,113,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.98,hard,"{""confirm"": 2}",global,116,4,63,7,5,0.2857142857142857,7,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,hard,"{""confirm"": 2}",strat,67,11,39,9,5,0.4444444444444444,9,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,hard,"{""confirm"": 3}",global,7,0,7,0,0,0.0,0,-
state_mob_all,high,0.98,hard,"{""confirm"": 3}",strat,5,3,5,2,1,0.5,2,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",global,243,12,166,15,9,0.3333333333333333,15,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,132,16,103,15,10,0.3333333333333333,15,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",global,28,6,26,4,4,0.5,4,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,31,13,31,10,4,0.5,10,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",global,4,3,4,1,1,1.0,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket
state_mob_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,8,7,8,6,1,0.5,6,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.99,hard,"{""confirm"": 1}",global,1232,27,932,43,37,0.16279069767441862,43,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.99,hard,"{""confirm"": 1}",strat,1632,56,1291,84,70,0.42857142857142855,84,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.99,hard,"{""confirm"": 2}",global,54,3,39,4,5,0.25,4,pick_up_the_alphabet_soup_and_place_it_in_the_basket
state_mob_all,high,0.99,hard,"{""confirm"": 2}",strat,23,4,13,5,4,0.4,5,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.99,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
state_mob_all,high,0.99,hard,"{""confirm"": 3}",strat,0,2,0,1,1,1.0,1,pick_up_the_orange_juice_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",global,132,9,110,8,6,0.375,8,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,58,12,48,12,8,0.3333333333333333,12,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",global,12,3,12,2,3,0.5,2,pick_up_the_alphabet_soup_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,12,9,12,7,2,0.42857142857142855,7,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",global,2,2,2,1,1,1.0,1,pick_up_the_alphabet_soup_and_place_it_in_the_basket
state_mob_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,5,1,5,1,0,1.0,1,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.995,hard,"{""confirm"": 1}",global,680,16,498,23,21,0.21739130434782608,23,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.995,hard,"{""confirm"": 1}",strat,876,42,673,55,48,0.45454545454545453,55,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,high,0.995,hard,"{""confirm"": 2}",global,28,1,22,1,3,1.0,1,pick_up_the_orange_juice_and_place_it_in_the_basket
state_mob_all,high,0.995,hard,"{""confirm"": 2}",strat,10,2,4,2,3,0.5,2,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
state_mob_all,high,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
state_mob_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",global,70,2,63,2,3,0.5,2,pick_up_the_milk_and_place_it_in_the_basket
state_mob_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,31,7,25,7,5,0.2857142857142857,7,pick_up_the_cream_cheese_and_place_it_in_the_basket
state_mob_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",global,3,1,3,0,1,0.0,0,-
state_mob_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,4,3,4,1,0,1.0,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket
state_mob_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",global,1,0,1,0,0,0.0,0,-
state_mob_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,2,1,2,0,0,0.0,0,-
state_mob_all,low,0.9,hard,"{""confirm"": 1}",global,3749,126,3173,109,114,0.4954128440366973,109,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,hard,"{""confirm"": 1}",strat,8693,122,6534,204,165,0.25,204,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,hard,"{""confirm"": 2}",global,1835,103,1754,77,87,0.7012987012987013,77,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,hard,"{""confirm"": 2}",strat,3512,88,2437,101,62,0.3465346534653465,101,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,hard,"{""confirm"": 3}",global,874,78,812,65,70,0.8307692307692308,65,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,hard,"{""confirm"": 3}",strat,886,48,535,37,19,0.2972972972972973,37,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",global,1939,105,1857,80,88,0.675,80,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3859,92,2718,109,65,0.3394495412844037,109,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1006,83,890,69,78,0.782608695652174,69,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,1168,59,699,47,26,0.2553191489361702,47,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",global,673,60,539,62,70,0.8709677419354839,62,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,312,30,186,11,9,0.2727272727272727,11,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 1}",global,1955,118,1702,82,91,0.6585365853658537,82,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 1}",strat,5462,100,4098,140,98,0.3357142857142857,140,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 2}",global,713,86,664,65,76,0.7538461538461538,65,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 2}",strat,1404,66,965,46,34,0.5,46,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 3}",global,289,42,256,33,32,0.7878787878787878,33,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,hard,"{""confirm"": 3}",strat,259,31,140,14,8,0.42857142857142855,14,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",global,761,88,707,67,80,0.746268656716418,67,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,1508,69,1057,50,35,0.46,50,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",global,342,51,287,44,36,0.8409090909090909,44,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,348,38,184,15,8,0.4,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",global,165,34,120,20,13,0.7,20,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,61,14,33,1,2,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 1}",global,1450,115,1262,80,87,0.675,80,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 1}",strat,4623,93,3462,117,82,0.38461538461538464,117,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 2}",global,427,72,376,55,61,0.7454545454545455,55,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 2}",strat,1013,58,695,38,29,0.5263157894736842,38,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 3}",global,167,31,141,22,20,0.7272727272727273,22,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,hard,"{""confirm"": 3}",strat,169,23,84,7,5,0.42857142857142855,7,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",global,474,75,420,59,64,0.7627118644067796,59,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,1094,60,772,43,30,0.4883720930232558,43,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",global,185,42,157,29,23,0.7586206896551724,29,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,222,29,111,8,5,0.375,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",global,95,22,65,14,10,0.5714285714285714,14,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,36,9,21,1,2,1.0,1,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,hard,"{""confirm"": 1}",global,159,47,143,32,37,0.625,32,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,hard,"{""confirm"": 1}",strat,2537,62,1882,69,54,0.5072463768115942,69,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,hard,"{""confirm"": 2}",global,64,21,51,12,13,0.5833333333333334,12,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,hard,"{""confirm"": 2}",strat,355,30,241,26,19,0.6153846153846154,26,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,hard,"{""confirm"": 3}",global,26,9,21,4,4,0.5,4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
state_mob_all,low,0.98,hard,"{""confirm"": 3}",strat,39,8,23,5,3,0.4,5,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",global,72,22,58,13,13,0.5384615384615384,13,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
state_mob_all,low,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,375,31,260,27,19,0.5925925925925926,27,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
