level,cohort,suite,task,method,k,failure,episodes,scorable,ratio_bin,count
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,False,783,783,>2,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,<=0.5,14
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,"(0.5,1]",646
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,"(1,1.5]",123
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,False,783,783,>2,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,1,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,2,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,3,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,4,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,5,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,6,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,7,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,8,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,9,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,10,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,euclidean,20,True,17,17,>2,17
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,<=0.5,478
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,"(0.5,1]",299
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,<=0.5,477
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,"(0.5,1]",300
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,<=0.5,478
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,"(0.5,1]",299
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,<=0.5,465
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,"(0.5,1]",312
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,<=0.5,452
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,"(0.5,1]",325
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,<=0.5,442
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,"(0.5,1]",335
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,<=0.5,436
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,"(0.5,1]",341
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,<=0.5,432
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,"(0.5,1]",345
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,<=0.5,429
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,"(0.5,1]",348
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,9,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,<=0.5,430
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,"(0.5,1]",347
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,10,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,<=0.5,429
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,"(0.5,1]",348
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,"(1.5,2]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,20,False,778,778,>2,1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,"(1.5,2]",1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,1,True,22,22,>2,21
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,"(1.5,2]",1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,2,True,22,22,>2,21
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,"(1.5,2]",1
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,3,True,22,22,>2,21
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,"(1.5,2]",2
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,4,True,22,22,>2,20
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,"(1.5,2]",2
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,5,True,22,22,>2,20
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,"(1.5,2]",2
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,6,True,22,22,>2,20
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,<=0.5,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,"(0.5,1]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,"(1,1.5]",0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,"(1.5,2]",2
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,7,True,22,22,>2,20
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,True,22,22,unscorable,0
task,all,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,euclidean,8,True,22,22,<=0.5,0
