method,threshold_mode,suite,task,episodes,risks,alarms,tp,fp,precision,recall,mean_matched_prior,lift
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,4,3,1,0.75,0.125,0.9790923015789456,0.7660156236449853
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,3,3,0,1.0,0.375,0.9790209790209791,1.0214285714285714
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,8,7,1,0.875,0.5384615384615384,0.9639338154576965,0.9077386704029375
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,4,4,0,1.0,0.3333333333333333,0.9739927386843367,1.026701699389252
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,10,10,0,1.0,0.24390243902439024,0.9852260415640697,1.0149955013495953
state:td_slope|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,4,4,0,1.0,0.19047619047619047,0.9790923015789457,1.0213541648599802
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,2,2,0,1.0,0.0392156862745098,0.9728045802812157,1.0279556863423922
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,1,1,0,1.0,1.0,0.9217391304347826,1.0849056603773586
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,19,18,1,0.9473684210526315,1.0,0.15480328560455878,6.1198211481935925
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,9,9,0,1.0,1.0,0.16216081132532623,6.1667180364175955
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.199121684434503,5.022054744263323
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,8,8,0,1.0,0.8888888888888888,0.85475198738379,1.1699300086575786
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,1,1,0,1.0,1.0,0.954954954954955,1.0471698113207546
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.2231578947368421,4.481132075471698
state:state_mobility_s9|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,4,4,0,1.0,1.0,0.6891346322893235,1.4510952622972575
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,6,1,5,0.16666666666666666,1.0,0.1594118277697691,1.0455100414968919
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,11,1,10,0.09090909090909091,1.0,0.18620706867656442,0.48821503692213225
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,7,7,0,1.0,0.046357615894039736,0.9852575471982455,1.0149630447832418
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,17,17,0,1.0,0.5666666666666667,0.3864989048442692,2.58732945285557
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,10,8,2,0.8,0.8,0.1413297610456059,5.660520431658035
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,4,2,2,0.5,0.5,0.18583640797778095,2.690538444220151
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,10,10,0,1.0,0.5,0.5885865093345177,1.698985593690628
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,8,8,0,1.0,0.1702127659574468,0.870130439528958,1.1492529792904917
state:state_mobility_s9|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,10,6,4,0.6,1.0,0.44460037434492267,1.3495265290409262
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,4,2,2,0.5,0.6666666666666666,0.8016304347826086,0.6237288135593221
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,3,3,0,1.0,0.3,0.9565217391304349,1.0454545454545452
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,8,0,8,0.0,,0.025360230547550433,0.0
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,1,1,0,1.0,1.0,0.9166666666666666,1.090909090909091
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,5,5,0,1.0,0.7142857142857143,0.792,1.2626262626262625
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,3,2,1,0.6666666666666666,0.4,0.3503153808830664,1.9030470914127426
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,3,3,0,1.0,0.75,0.701727738750712,1.4250541125541125
state:state_mobility_s9|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,2,2,0,1.0,0.2857142857142857,0.3007482191359606,3.3250404703075747
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,2,1,1,0.5,1.0,0.6922180122413291,0.7223157894736842
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,3,3,0,1.0,1.0,0.9655172413793104,1.0357142857142856
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,8,8,0,1.0,0.5714285714285714,0.9841918644735547,1.016062046534901
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,25,23,2,0.92,0.9583333333333334,0.9534935390075513,0.9648728201741008
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,2,2,0,1.0,0.25,0.9824682359893628,1.017844611528822
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,14,13,1,0.9285714285714286,1.0,0.9490568696573182,0.9784149488393816
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,1,1,0,1.0,0.08333333333333333,0.9859154929577465,1.0142857142857142
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
state:state_mobility_s9|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,4,4,0,1.0,0.19047619047619047,0.9859154929577465,1.0142857142857142
state:state_mobility_s9|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,1,1,0,1.0,0.0196078431372549,0.9906542056074766,1.009433962264151
state:state_mobility_s9|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,7,7,0,1.0,0.4375,0.976707920966933,1.0238475377674914
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
state:state_mobility_s9|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,4,4,0,1.0,1.0,0.9069206102623432,1.1026323458574085
state:state_mobility_s9|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1,1,0,1.0,1.0,0.5969498910675382,1.6751824817518248
state:state_mobility_s9|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,3,0,3,0.0,0.0,0.2570351202476324,0.0
state:state_mobility_s9|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,71,70,1,0.9859154929577465,0.46357615894039733,0.6256134546647398,1.5759179819527522
state:state_mobility_s9|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,15,15,0,1.0,0.5,0.39515747152145064,2.5306367007303727
state:state_mobility_s9|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,7,7,0,1.0,0.7,0.07411108067977021,13.493258913885542
state:state_mobility_s9|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,1,1,0,1.0,0.25,0.5969498910675382,1.6751824817518248
state:state_mobility_s9|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,3,3,0,1.0,0.15,0.927022443435693,1.0787225348006038
state:state_mobility_s9|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,9,9,0,1.0,0.19148936170212766,0.8860043840227712,1.128662586814355
state:state_mobility_s9|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,9,6,3,0.6666666666666666,1.0,0.775880548745066,0.8592387935809895
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,1,0,1,0.0,0.0,0.9859154929577465,0.0
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
state:state_mobility_s9|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,2,1,1,0.5,0.0196078431372549,0.954954954954955,0.5235849056603773
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,1,1,0,1.0,1.0,0.9217391304347826,1.0849056603773586
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,19,18,1,0.9473684210526315,1.0,0.14787404325427833,6.406590367070537
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,9,9,0,1.0,1.0,0.21264735377300026,4.7026214164296345
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.21500177466788356,4.651124399064681
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,9,9,0,1.0,1.0,0.8783710036991449,1.1384710968242695
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,1,1,0,1.0,1.0,0.9814814814814815,1.0188679245283019
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.2231578947368421,4.481132075471698
state:state_minus_action_mobility|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,6,4,2,0.6666666666666666,1.0,0.22146549498510118,3.0102507242110823
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,8,1,7,0.125,1.0,0.14768133716773374,0.8464170381801683
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,9,0,9,0.0,0.0,0.08905555563498119,0.0
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,3,3,0,1.0,0.019867549668874173,0.9647300427442271,1.036559405940594
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,20,19,1,0.95,0.6333333333333333,0.3735053845586348,2.5434706948672225
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,10,8,2,0.8,0.8,0.13982030134508439,5.721629779823997
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,4,2,2,0.5,0.5,0.19635092210280547,2.546461175966415
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,13,13,0,1.0,0.65,0.7540044873537342,1.3262520538964104
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,9,9,0,1.0,0.19148936170212766,0.8079875574735674,1.237642821043954
state:state_minus_action_mobility|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,10,6,4,0.6,1.0,0.42304273922003144,1.4182964139893444
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,4,2,2,0.5,0.6666666666666666,0.7567418822234453,0.6607272727272727
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,7,4,3,0.5714285714285714,0.4,0.4930525030525031,1.1589608974517718
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,1,0,1,0.0,,0.025360230547550433,0.0
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,2,1,1,0.5,0.14285714285714285,0.3833333333333333,1.3043478260869565
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,1,1,0,1.0,1.0,0.88,1.1363636363636365
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,9,7,2,0.7777777777777778,1.0,0.601804368471035,1.2924096575666721
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,3,1,2,0.3333333333333333,0.2,0.42288340590227386,0.7882393318842237
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,3,3,0,1.0,0.75,0.6577294685990338,1.5203819316929856
state:state_minus_action_mobility|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,3,3,0,1.0,0.42857142857142855,0.40439487688742903,2.472830535581609
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,5,1,4,0.2,1.0,0.21079247610237434,0.948800468110006
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,3,3,0,1.0,1.0,0.7438571346199784,1.3443441669896463
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,8,8,0,1.0,0.5714285714285714,0.9790923015789457,1.0213541648599802
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,2,2,0,1.0,0.6666666666666666,0.6955245781364637,1.4377637130801686
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,24,22,2,0.9166666666666666,0.9166666666666666,0.8783072732965055,1.043674229437027
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,8,8,0,1.0,1.0,0.963048563780732,1.0383692345422377
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,15,13,2,0.8666666666666667,1.0,0.5460917064197858,1.5870350281431522
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,3,3,0,1.0,0.25,0.9859154929577465,1.0142857142857142
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
state:state_minus_action_mobility|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,9,9,0,1.0,0.42857142857142855,0.9859154929577465,1.0142857142857142
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,4,4,0,1.0,0.4444444444444444,0.25917268873996957,3.8584312446721944
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,1,0,1,0.0,0.0,0.48841354723707664,0.0
state:state_minus_action_mobility|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,1,0,1,0.0,0.0,0.025360230547550433,0.0
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,1,1,0,1.0,0.14285714285714285,0.014671557185728577,68.1590909090909
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,2,2,0,1.0,0.4,0.844927536231884,1.1835334476843913
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
state:state_minus_action_mobility|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
